,class 1,class 2,class 3,class 4,class
5389,I,N,F,J,INFJ
5390,I,N,F,J,INFJ
5391,I,N,F,P,INFP
5392,I,N,F,P,INFP
5393,I,N,F,P,INFP
5394,I,N,T,J,INTJ
5395,I,N,F,J,INFJ
5396,E,N,F,P,ENFP
5397,I,N,F,J,INFJ
5398,E,N,F,P,ENFP
5399,E,N,T,P,ENTP
5400,E,N,F,J,ENFJ
5401,E,N,F,P,ENFP
5402,E,N,T,J,ENTJ
5403,I,N,F,P,INFP
5404,I,N,T,J,INTJ
5405,I,N,F,J,INFJ
5406,E,N,T,P,ENTP
5407,E,N,F,P,ENFP
5408,I,N,F,P,INFP
5409,I,S,F,P,ISFP
5410,I,N,F,J,INFJ
5411,I,N,F,J,INFJ
5412,I,N,T,J,INTJ
5413,I,S,T,P,ISTP
5414,E,N,T,P,ENTP
5415,I,N,F,J,INFJ
5416,I,S,F,P,ISFP
5417,E,N,T,P,ENTP
5418,I,N,F,P,INFP
5419,I,N,F,P,INFP
5420,I,N,T,P,INTP
5421,I,N,F,J,INFJ
5422,E,N,T,P,ENTP
5423,I,N,T,P,INTP
5424,I,S,T,J,ISTJ
5425,I,N,T,P,INTP
5426,I,N,T,J,INTJ
5427,I,N,F,P,INFP
5428,I,N,F,P,INFP
5429,I,N,T,P,INTP
5430,I,N,F,P,INFP
5431,I,N,F,J,INFJ
5432,E,S,T,P,ESTP
5433,I,N,F,P,INFP
5434,I,S,T,P,ISTP
5435,E,N,T,P,ENTP
5436,I,N,F,P,INFP
5437,I,N,T,J,INTJ
5438,I,N,F,J,INFJ
5439,I,N,F,P,INFP
5440,I,N,T,P,INTP
5441,I,N,T,J,INTJ
5442,I,N,F,J,INFJ
5443,I,N,F,J,INFJ
5444,E,N,T,P,ENTP
5445,I,N,F,P,INFP
5446,I,N,F,P,INFP
5447,I,N,T,P,INTP
5448,I,N,T,J,INTJ
5449,I,N,F,J,INFJ
5450,I,S,T,J,ISTJ
5451,E,N,T,P,ENTP
5452,I,N,F,J,INFJ
5453,I,S,T,P,ISTP
5454,I,N,T,P,INTP
5455,I,N,T,J,INTJ
5456,I,N,T,P,INTP
5457,I,N,T,J,INTJ
5458,E,N,T,J,ENTJ
5459,I,N,F,P,INFP
5460,I,N,F,P,INFP
5461,I,N,F,J,INFJ
5462,I,S,T,P,ISTP
5463,E,N,F,P,ENFP
5464,I,N,F,J,INFJ
5465,I,S,T,P,ISTP
5466,E,N,F,J,ENFJ
5467,I,N,T,J,INTJ
5468,I,N,T,P,INTP
5469,E,S,F,J,ESFJ
5470,I,N,T,P,INTP
5471,I,S,F,P,ISFP
5472,E,S,F,J,ESFJ
5473,I,N,F,J,INFJ
5474,I,S,T,P,ISTP
5475,I,S,F,J,ISFJ
5476,I,S,T,P,ISTP
5477,I,S,T,J,ISTJ
5478,I,N,T,P,INTP
5479,I,N,T,P,INTP
5480,I,N,T,P,INTP
5481,I,N,F,J,INFJ
5482,I,N,F,P,INFP
5483,I,N,F,J,INFJ
5484,I,S,T,P,ISTP
5485,I,N,F,P,INFP
5486,I,N,F,J,INFJ
5487,E,N,F,P,ENFP
5488,I,N,T,J,INTJ
5489,I,N,T,P,INTP
5490,I,N,F,P,INFP
5491,I,N,F,J,INFJ
5492,I,N,F,P,INFP
5493,E,N,F,P,ENFP
5494,I,N,F,P,INFP
5495,I,S,F,P,ISFP
5496,I,N,T,P,INTP
5497,I,S,F,P,ISFP
5498,I,S,F,P,ISFP
5499,I,N,F,P,INFP
5500,I,N,T,P,INTP
5501,I,N,F,P,INFP
5502,I,N,F,J,INFJ
5503,I,N,F,P,INFP
5504,I,N,T,J,INTJ
5505,I,N,T,J,INTJ
5506,E,N,T,P,ENTP
5507,I,N,F,P,INFP
5508,E,N,T,P,ENTP
5509,I,N,T,J,INTJ
5510,I,N,T,J,INTJ
5511,E,N,F,P,ENFP
5512,I,N,T,P,INTP
5513,I,N,T,P,INTP
5514,E,N,T,P,ENTP
5515,I,N,F,P,INFP
5516,I,N,F,P,INFP
5517,I,N,T,P,INTP
5518,E,N,T,P,ENTP
5519,I,N,T,P,INTP
5520,E,N,T,P,ENTP
5521,I,N,F,J,INFJ
5522,I,N,F,P,INFP
5523,E,N,F,P,ENFP
5524,I,N,F,J,INFJ
5525,I,N,F,J,INFJ
5526,I,N,F,P,INFP
5527,I,N,T,J,INTJ
5528,I,N,F,P,INFP
5529,I,N,F,P,INFP
5530,E,N,F,J,ENFJ
5531,I,N,F,P,INFP
5532,E,S,T,P,ESTP
5533,I,N,F,P,INFP
5534,I,N,F,P,INFP
5535,I,N,T,P,INTP
5536,I,N,T,J,INTJ
5537,E,N,T,P,ENTP
5538,E,N,F,J,ENFJ
5539,I,N,T,J,INTJ
5540,I,N,T,P,INTP
5541,I,S,F,P,ISFP
5542,I,N,T,P,INTP
5543,I,N,T,P,INTP
5544,E,N,F,P,ENFP
5545,I,N,F,J,INFJ
5546,I,N,F,P,INFP
5547,I,N,T,J,INTJ
5548,I,N,T,P,INTP
5549,I,N,T,P,INTP
5550,I,N,T,P,INTP
5551,I,N,T,J,INTJ
5552,I,S,T,J,ISTJ
5553,I,N,T,J,INTJ
5554,E,N,T,P,ENTP
5555,I,N,F,P,INFP
5556,I,N,F,J,INFJ
5557,I,N,T,P,INTP
5558,I,N,T,P,INTP
5559,I,N,F,P,INFP
5560,I,N,F,P,INFP
5561,I,N,F,P,INFP
5562,I,N,T,J,INTJ
5563,I,N,T,J,INTJ
5564,I,N,T,J,INTJ
5565,E,N,F,P,ENFP
5566,E,N,T,P,ENTP
5567,E,N,F,P,ENFP
5568,I,N,F,P,INFP
5569,E,N,T,P,ENTP
5570,I,N,F,J,INFJ
5571,I,N,F,P,INFP
5572,I,N,F,P,INFP
5573,I,N,F,J,INFJ
5574,E,N,F,P,ENFP
5575,I,S,T,P,ISTP
5576,I,N,F,J,INFJ
5577,E,N,T,P,ENTP
5578,I,N,T,P,INTP
5579,E,S,F,P,ESFP
5580,E,N,F,P,ENFP
5581,E,N,T,J,ENTJ
5582,E,S,F,J,ESFJ
5583,I,N,T,J,INTJ
5584,I,N,T,J,INTJ
5585,I,N,F,J,INFJ
5586,I,N,T,P,INTP
5587,E,N,T,P,ENTP
5588,I,S,T,P,ISTP
5589,I,S,T,P,ISTP
5590,I,N,F,J,INFJ
5591,E,N,T,P,ENTP
5592,I,N,F,P,INFP
5593,E,N,F,P,ENFP
5594,I,N,F,J,INFJ
5595,I,N,F,P,INFP
5596,I,N,F,P,INFP
5597,E,N,T,P,ENTP
5598,I,N,F,P,INFP
5599,E,N,T,J,ENTJ
5600,E,N,T,P,ENTP
5601,I,S,T,P,ISTP
5602,I,N,T,J,INTJ
5603,E,N,T,P,ENTP
5604,I,N,T,J,INTJ
5605,I,N,F,P,INFP
5606,I,N,F,J,INFJ
5607,I,S,T,J,ISTJ
5608,I,N,T,J,INTJ
5609,I,N,T,J,INTJ
5610,I,S,T,J,ISTJ
5611,E,N,F,P,ENFP
5612,E,N,T,P,ENTP
5613,I,N,F,J,INFJ
5614,I,N,F,P,INFP
5615,I,N,T,J,INTJ
5616,I,N,T,P,INTP
5617,I,N,F,P,INFP
5618,I,N,T,P,INTP
5619,I,N,F,P,INFP
5620,I,N,T,J,INTJ
5621,I,N,T,J,INTJ
5622,E,N,T,P,ENTP
5623,I,N,T,P,INTP
5624,I,N,F,J,INFJ
5625,I,N,F,J,INFJ
5626,E,N,F,P,ENFP
5627,I,S,F,P,ISFP
5628,E,N,T,P,ENTP
5629,E,N,F,P,ENFP
5630,I,N,F,P,INFP
5631,I,N,T,P,INTP
5632,I,N,F,P,INFP
5633,I,S,F,J,ISFJ
5634,E,N,T,P,ENTP
5635,I,N,T,J,INTJ
5636,I,N,T,P,INTP
5637,I,N,F,P,INFP
5638,E,N,T,P,ENTP
5639,E,N,F,J,ENFJ
5640,I,N,F,J,INFJ
5641,I,N,T,P,INTP
5642,I,S,F,P,ISFP
5643,I,N,F,P,INFP
5644,I,N,T,P,INTP
5645,E,N,T,P,ENTP
5646,I,S,T,J,ISTJ
5647,I,N,T,P,INTP
5648,I,N,F,J,INFJ
5649,I,S,F,P,ISFP
5650,I,N,T,P,INTP
5651,I,N,F,J,INFJ
5652,E,N,T,P,ENTP
5653,I,N,T,P,INTP
5654,I,N,F,J,INFJ
5655,I,N,F,J,INFJ
5656,E,N,T,J,ENTJ
5657,I,N,T,P,INTP
5658,I,N,F,J,INFJ
5659,I,N,F,P,INFP
5660,E,S,T,J,ESTJ
5661,E,N,F,J,ENFJ
5662,I,N,F,J,INFJ
5663,I,N,F,P,INFP
5664,I,N,F,P,INFP
5665,I,N,F,P,INFP
5666,I,N,F,P,INFP
5667,I,N,F,J,INFJ
5668,I,N,F,P,INFP
5669,I,N,T,P,INTP
5670,I,N,T,P,INTP
5671,E,N,T,P,ENTP
5672,I,S,T,J,ISTJ
5673,I,N,F,P,INFP
5674,I,N,F,J,INFJ
5675,I,S,T,J,ISTJ
5676,I,N,F,J,INFJ
5677,I,N,F,J,INFJ
5678,I,N,F,P,INFP
5679,I,N,T,J,INTJ
5680,I,N,T,J,INTJ
5681,I,N,T,P,INTP
5682,I,N,T,J,INTJ
5683,I,N,T,J,INTJ
5684,I,N,F,P,INFP
5685,I,N,T,J,INTJ
5686,E,N,T,P,ENTP
5687,I,N,T,P,INTP
5688,I,N,F,J,INFJ
5689,I,N,F,P,INFP
5690,I,N,T,J,INTJ
5691,I,N,T,J,INTJ
5692,I,N,T,P,INTP
5693,I,N,T,P,INTP
5694,E,N,F,J,ENFJ
5695,I,N,T,P,INTP
5696,I,N,T,P,INTP
5697,E,N,T,P,ENTP
5698,I,N,T,P,INTP
5699,I,S,T,J,ISTJ
5700,I,N,T,J,INTJ
5701,I,S,F,P,ISFP
5702,I,N,T,P,INTP
5703,I,N,F,J,INFJ
5704,I,N,F,P,INFP
5705,I,S,F,J,ISFJ
5706,I,N,T,J,INTJ
5707,I,N,F,J,INFJ
5708,E,N,F,P,ENFP
5709,E,N,T,J,ENTJ
5710,I,S,F,P,ISFP
5711,I,N,F,J,INFJ
5712,I,N,F,P,INFP
5713,E,N,F,J,ENFJ
5714,I,S,T,J,ISTJ
5715,E,N,T,P,ENTP
5716,I,S,T,J,ISTJ
5717,I,N,T,P,INTP
5718,I,N,T,J,INTJ
5719,I,S,F,P,ISFP
5720,I,N,F,P,INFP
5721,I,N,T,J,INTJ
5722,I,N,T,J,INTJ
5723,I,N,F,J,INFJ
5724,E,N,F,J,ENFJ
5725,E,N,T,P,ENTP
5726,E,N,T,J,ENTJ
5727,E,N,T,J,ENTJ
5728,I,N,F,J,INFJ
5729,I,N,F,P,INFP
5730,I,N,T,J,INTJ
5731,E,N,F,P,ENFP
5732,I,N,F,P,INFP
5733,E,N,T,P,ENTP
5734,I,N,F,P,INFP
5735,I,N,F,J,INFJ
5736,I,S,T,P,ISTP
5737,I,N,F,J,INFJ
5738,I,N,T,P,INTP
5739,I,N,F,P,INFP
5740,I,N,T,P,INTP
5741,E,N,F,P,ENFP
5742,I,N,T,J,INTJ
5743,I,N,F,P,INFP
5744,I,N,T,P,INTP
5745,I,N,F,J,INFJ
5746,I,N,F,P,INFP
5747,E,N,T,P,ENTP
5748,I,N,T,P,INTP
5749,I,N,T,J,INTJ
5750,I,N,F,J,INFJ
5751,I,N,F,P,INFP
5752,I,N,F,P,INFP
5753,I,N,T,P,INTP
5754,E,S,F,P,ESFP
5755,I,N,T,P,INTP
5756,I,N,F,P,INFP
5757,E,N,T,P,ENTP
5758,I,N,T,J,INTJ
5759,I,S,F,P,ISFP
5760,I,N,F,J,INFJ
5761,I,N,F,P,INFP
5762,E,N,F,P,ENFP
5763,I,N,F,J,INFJ
5764,I,N,F,P,INFP
5765,I,N,F,P,INFP
5766,I,N,T,J,INTJ
5767,I,N,F,P,INFP
5768,I,N,T,J,INTJ
5769,E,N,F,P,ENFP
5770,I,S,T,J,ISTJ
5771,I,N,F,P,INFP
5772,I,N,T,J,INTJ
5773,I,N,F,P,INFP
5774,I,N,T,J,INTJ
5775,E,N,F,P,ENFP
5776,E,N,F,P,ENFP
5777,E,N,F,J,ENFJ
5778,I,N,T,J,INTJ
5779,I,N,T,J,INTJ
5780,I,N,T,J,INTJ
5781,E,N,F,P,ENFP
5782,I,N,T,P,INTP
5783,I,N,T,J,INTJ
5784,I,N,F,J,INFJ
5785,I,S,T,P,ISTP
5786,I,N,F,P,INFP
5787,E,N,T,P,ENTP
5788,I,N,T,P,INTP
5789,E,N,T,P,ENTP
5790,I,N,F,P,INFP
5791,E,N,F,P,ENFP
5792,E,N,F,P,ENFP
5793,I,N,T,P,INTP
5794,I,S,F,J,ISFJ
5795,I,N,F,P,INFP
5796,E,N,F,P,ENFP
5797,I,N,T,P,INTP
5798,I,N,T,J,INTJ
5799,I,N,T,J,INTJ
5800,I,N,T,P,INTP
5801,I,N,F,P,INFP
5802,I,N,F,P,INFP
5803,E,N,T,P,ENTP
5804,E,N,F,P,ENFP
5805,I,N,T,J,INTJ
5806,I,N,T,P,INTP
5807,I,N,T,J,INTJ
5808,I,S,F,P,ISFP
5809,I,N,T,P,INTP
5810,E,N,F,J,ENFJ
5811,I,N,F,P,INFP
5812,I,S,F,J,ISFJ
5813,I,N,F,P,INFP
5814,I,N,F,J,INFJ
5815,I,N,T,P,INTP
5816,I,N,F,P,INFP
5817,E,S,F,P,ESFP
5818,E,N,T,P,ENTP
5819,I,N,F,P,INFP
5820,I,N,F,J,INFJ
5821,I,N,T,P,INTP
5822,I,N,T,P,INTP
5823,I,N,F,J,INFJ
5824,I,N,T,J,INTJ
5825,I,N,T,P,INTP
5826,E,N,T,P,ENTP
5827,I,N,F,J,INFJ
5828,E,N,T,J,ENTJ
5829,I,N,F,P,INFP
5830,E,N,T,P,ENTP
5831,I,S,F,J,ISFJ
5832,I,N,F,P,INFP
5833,I,N,F,J,INFJ
5834,E,N,T,J,ENTJ
5835,E,N,F,P,ENFP
5836,E,N,F,J,ENFJ
5837,I,S,T,P,ISTP
5838,I,N,F,J,INFJ
5839,I,S,F,J,ISFJ
5840,I,S,F,J,ISFJ
5841,I,N,F,J,INFJ
5842,I,S,F,P,ISFP
5843,I,N,T,P,INTP
5844,E,N,T,J,ENTJ
5845,E,N,F,P,ENFP
5846,I,N,F,J,INFJ
5847,I,N,F,J,INFJ
5848,E,S,T,P,ESTP
5849,I,N,F,P,INFP
5850,I,N,T,P,INTP
5851,I,N,F,J,INFJ
5852,I,N,T,P,INTP
5853,I,N,T,P,INTP
5854,E,N,F,J,ENFJ
5855,I,S,F,P,ISFP
5856,I,N,T,J,INTJ
5857,I,N,T,J,INTJ
5858,E,N,T,P,ENTP
5859,I,N,F,P,INFP
5860,E,N,F,P,ENFP
5861,I,S,F,P,ISFP
5862,E,N,T,P,ENTP
5863,I,N,F,J,INFJ
5864,E,N,T,P,ENTP
5865,I,S,T,P,ISTP
5866,I,S,T,P,ISTP
5867,I,N,F,P,INFP
5868,I,N,F,J,INFJ
5869,I,N,F,P,INFP
5870,I,N,T,J,INTJ
5871,I,N,T,P,INTP
5872,I,N,T,J,INTJ
5873,I,N,T,J,INTJ
5874,I,N,F,P,INFP
5875,I,N,T,P,INTP
5876,I,N,F,P,INFP
5877,E,N,F,P,ENFP
5878,I,S,T,P,ISTP
5879,I,N,T,P,INTP
5880,I,N,T,J,INTJ
5881,I,N,F,P,INFP
5882,I,S,T,P,ISTP
5883,I,N,T,J,INTJ
5884,I,N,F,J,INFJ
5885,I,N,F,P,INFP
5886,I,N,F,P,INFP
5887,I,N,F,P,INFP
5888,E,N,T,P,ENTP
5889,I,N,F,J,INFJ
5890,I,N,F,J,INFJ
5891,I,N,F,P,INFP
5892,I,N,T,J,INTJ
5893,I,N,F,P,INFP
5894,I,N,T,P,INTP
5895,I,N,F,P,INFP
5896,E,N,T,J,ENTJ
5897,I,N,T,P,INTP
5898,I,N,T,J,INTJ
5899,I,N,F,P,INFP
5900,I,N,T,J,INTJ
5901,I,N,T,J,INTJ
5902,I,N,T,J,INTJ
5903,I,N,F,J,INFJ
5904,E,N,F,P,ENFP
5905,E,N,T,P,ENTP
5906,E,N,T,P,ENTP
5907,E,N,T,P,ENTP
5908,I,N,F,J,INFJ
5909,E,N,F,P,ENFP
5910,I,N,F,P,INFP
5911,I,S,T,J,ISTJ
5912,I,N,F,P,INFP
5913,I,S,T,P,ISTP
5914,I,N,F,J,INFJ
5915,I,N,T,J,INTJ
5916,I,N,F,P,INFP
5917,I,S,F,P,ISFP
5918,I,N,T,J,INTJ
5919,E,N,F,P,ENFP
5920,I,N,T,P,INTP
5921,I,S,F,J,ISFJ
5922,E,S,T,P,ESTP
5923,I,N,F,P,INFP
5924,I,N,T,P,INTP
5925,I,N,F,P,INFP
5926,E,N,F,P,ENFP
5927,I,N,F,J,INFJ
5928,I,N,T,P,INTP
5929,I,N,F,J,INFJ
5930,I,S,T,J,ISTJ
5931,I,S,T,P,ISTP
5932,I,N,F,P,INFP
5933,I,N,F,P,INFP
5934,I,N,T,J,INTJ
5935,I,N,F,P,INFP
5936,I,N,T,J,INTJ
5937,E,N,T,J,ENTJ
5938,I,S,T,J,ISTJ
5939,E,N,F,P,ENFP
5940,I,N,T,J,INTJ
5941,I,N,F,P,INFP
5942,I,N,F,P,INFP
5943,E,N,F,P,ENFP
5944,I,N,F,J,INFJ
5945,I,N,F,J,INFJ
5946,I,N,F,P,INFP
5947,I,N,F,P,INFP
5948,I,S,F,P,ISFP
5949,I,N,F,P,INFP
5950,E,N,T,P,ENTP
5951,I,N,F,J,INFJ
5952,I,N,F,P,INFP
5953,I,N,F,P,INFP
5954,I,N,F,J,INFJ
5955,I,N,T,J,INTJ
5956,I,S,T,P,ISTP
5957,I,S,F,P,ISFP
5958,E,N,T,J,ENTJ
5959,I,N,F,P,INFP
5960,I,N,F,P,INFP
5961,E,N,F,P,ENFP
5962,I,N,F,P,INFP
5963,I,N,F,P,INFP
5964,E,N,F,P,ENFP
5965,I,S,T,J,ISTJ
5966,I,S,T,J,ISTJ
5967,I,N,T,P,INTP
5968,I,N,T,J,INTJ
5969,I,N,T,J,INTJ
5970,I,N,T,P,INTP
5971,E,N,T,J,ENTJ
5972,I,S,F,P,ISFP
5973,I,N,T,P,INTP
5974,I,N,T,P,INTP
5975,I,N,T,P,INTP
5976,I,N,T,P,INTP
5977,I,N,F,P,INFP
5978,E,N,T,P,ENTP
5979,I,N,F,J,INFJ
5980,I,N,T,J,INTJ
5981,E,N,T,P,ENTP
5982,I,N,F,P,INFP
5983,I,N,F,J,INFJ
5984,I,N,F,P,INFP
5985,I,N,F,J,INFJ
5986,I,N,F,J,INFJ
5987,I,N,F,J,INFJ
5988,I,N,F,J,INFJ
5989,I,N,F,P,INFP
5990,I,N,F,P,INFP
5991,E,S,F,J,ESFJ
5992,I,N,F,P,INFP
5993,I,N,F,J,INFJ
5994,E,N,F,P,ENFP
5995,I,N,F,P,INFP
5996,I,N,T,P,INTP
5997,I,N,T,P,INTP
5998,I,N,F,P,INFP
5999,I,S,T,P,ISTP
6000,I,N,F,P,INFP
6001,I,N,F,J,INFJ
6002,I,N,T,P,INTP
6003,E,N,T,P,ENTP
6004,I,N,T,P,INTP
6005,I,N,F,J,INFJ
6006,I,N,F,P,INFP
6007,I,N,T,J,INTJ
6008,I,N,F,J,INFJ
6009,I,N,F,P,INFP
6010,I,N,T,P,INTP
6011,E,N,T,P,ENTP
6012,I,N,T,P,INTP
6013,I,N,T,P,INTP
6014,I,S,T,J,ISTJ
6015,I,N,F,P,INFP
6016,E,N,F,P,ENFP
6017,I,N,F,P,INFP
6018,E,N,T,J,ENTJ
6019,I,N,T,J,INTJ
6020,I,N,F,P,INFP
6021,I,N,F,J,INFJ
6022,E,N,F,P,ENFP
6023,I,S,F,P,ISFP
6024,I,N,F,J,INFJ
6025,I,N,F,J,INFJ
6026,I,N,T,P,INTP
6027,I,N,T,J,INTJ
6028,I,S,F,P,ISFP
6029,I,N,F,P,INFP
6030,I,S,T,P,ISTP
6031,I,N,F,J,INFJ
6032,I,S,F,P,ISFP
6033,I,N,T,J,INTJ
6034,E,S,T,J,ESTJ
6035,I,N,F,P,INFP
6036,E,N,T,P,ENTP
6037,I,N,F,P,INFP
6038,I,N,F,P,INFP
6039,I,N,T,P,INTP
6040,I,N,T,P,INTP
6041,I,S,F,J,ISFJ
6042,E,N,T,J,ENTJ
6043,I,N,F,P,INFP
6044,I,N,T,J,INTJ
6045,I,S,T,J,ISTJ
6046,E,S,F,J,ESFJ
6047,I,N,T,J,INTJ
6048,I,S,T,J,ISTJ
6049,E,N,T,P,ENTP
6050,I,N,T,P,INTP
6051,E,N,F,P,ENFP
6052,E,N,T,J,ENTJ
6053,I,N,F,J,INFJ
6054,I,N,F,J,INFJ
6055,I,N,F,P,INFP
6056,I,S,F,P,ISFP
6057,I,N,F,P,INFP
6058,I,N,T,P,INTP
6059,I,N,F,J,INFJ
6060,I,N,T,J,INTJ
6061,I,N,F,J,INFJ
6062,E,N,F,P,ENFP
6063,I,N,T,P,INTP
6064,I,N,F,P,INFP
6065,I,N,F,P,INFP
6066,E,N,T,P,ENTP
6067,I,N,F,P,INFP
6068,I,N,T,J,INTJ
6069,E,N,T,P,ENTP
6070,I,S,F,P,ISFP
6071,I,N,T,J,INTJ
6072,I,N,F,P,INFP
6073,I,N,T,J,INTJ
6074,I,N,T,J,INTJ
6075,E,N,F,P,ENFP
6076,I,S,F,J,ISFJ
6077,E,N,T,J,ENTJ
6078,E,N,F,P,ENFP
6079,I,N,T,J,INTJ
6080,I,N,F,P,INFP
6081,I,N,T,P,INTP
6082,I,S,F,J,ISFJ
6083,I,N,F,P,INFP
6084,E,N,F,P,ENFP
6085,I,N,T,J,INTJ
6086,I,N,F,P,INFP
6087,E,N,T,J,ENTJ
6088,I,N,T,J,INTJ
6089,I,N,F,J,INFJ
6090,I,N,T,P,INTP
6091,E,N,T,P,ENTP
6092,I,S,F,P,ISFP
6093,I,N,T,P,INTP
6094,E,N,F,P,ENFP
6095,I,N,F,P,INFP
6096,I,N,T,P,INTP
6097,I,N,T,J,INTJ
6098,E,N,F,P,ENFP
6099,I,N,F,P,INFP
6100,I,N,F,P,INFP
6101,I,S,T,P,ISTP
6102,I,N,T,P,INTP
6103,I,N,F,P,INFP
6104,I,N,T,P,INTP
6105,I,N,F,P,INFP
6106,I,S,F,P,ISFP
6107,I,N,F,P,INFP
6108,I,N,F,J,INFJ
6109,E,N,F,P,ENFP
6110,I,N,T,J,INTJ
6111,I,S,T,P,ISTP
6112,E,N,F,P,ENFP
6113,I,N,T,P,INTP
6114,I,N,F,P,INFP
6115,I,N,T,P,INTP
6116,I,N,T,P,INTP
6117,E,N,T,P,ENTP
6118,I,N,T,P,INTP
6119,I,N,F,J,INFJ
6120,E,N,T,P,ENTP
6121,I,N,T,P,INTP
6122,I,N,F,J,INFJ
6123,E,N,T,P,ENTP
6124,E,N,F,J,ENFJ
6125,I,S,T,J,ISTJ
6126,I,N,F,P,INFP
6127,I,N,T,P,INTP
6128,I,N,F,J,INFJ
6129,I,S,F,P,ISFP
6130,I,N,F,P,INFP
6131,I,N,T,P,INTP
6132,I,N,T,J,INTJ
6133,I,N,T,P,INTP
6134,E,N,T,P,ENTP
6135,I,N,T,J,INTJ
6136,I,N,F,J,INFJ
6137,I,S,F,P,ISFP
6138,I,N,T,P,INTP
6139,E,N,T,P,ENTP
6140,E,N,T,J,ENTJ
6141,E,N,F,P,ENFP
6142,I,S,F,J,ISFJ
6143,I,N,T,J,INTJ
6144,I,S,F,J,ISFJ
6145,E,N,F,P,ENFP
6146,I,N,T,P,INTP
6147,I,N,F,P,INFP
6148,I,N,F,P,INFP
6149,I,N,T,P,INTP
6150,E,N,F,P,ENFP
6151,I,S,T,P,ISTP
6152,I,N,F,J,INFJ
6153,I,N,F,J,INFJ
6154,I,N,F,P,INFP
6155,I,N,T,J,INTJ
6156,I,N,F,J,INFJ
6157,I,N,F,P,INFP
6158,E,N,T,J,ENTJ
6159,I,N,T,J,INTJ
6160,I,S,T,P,ISTP
6161,I,N,F,P,INFP
6162,I,N,F,P,INFP
6163,I,S,T,J,ISTJ
6164,I,N,F,J,INFJ
6165,I,N,T,J,INTJ
6166,I,S,F,P,ISFP
6167,I,N,T,J,INTJ
6168,I,S,T,P,ISTP
6169,I,N,F,J,INFJ
6170,I,S,T,P,ISTP
6171,E,N,T,P,ENTP
6172,E,N,T,J,ENTJ
6173,E,S,T,P,ESTP
6174,I,N,T,J,INTJ
6175,I,S,F,J,ISFJ
6176,I,N,T,P,INTP
6177,I,N,F,P,INFP
6178,I,N,F,J,INFJ
6179,I,N,F,J,INFJ
6180,I,N,T,P,INTP
6181,I,N,F,P,INFP
6182,E,N,T,P,ENTP
6183,E,N,F,P,ENFP
6184,I,N,F,P,INFP
6185,E,N,F,P,ENFP
6186,I,N,T,J,INTJ
6187,I,N,T,J,INTJ
6188,I,N,T,P,INTP
6189,I,N,F,P,INFP
6190,I,N,F,P,INFP
6191,I,N,F,P,INFP
6192,I,N,F,P,INFP
6193,I,N,F,J,INFJ
6194,E,N,F,P,ENFP
6195,I,N,F,J,INFJ
6196,I,S,F,J,ISFJ
6197,E,N,T,P,ENTP
6198,I,N,F,P,INFP
6199,I,N,F,J,INFJ
6200,E,N,F,P,ENFP
6201,E,N,T,P,ENTP
6202,I,N,F,J,INFJ
6203,I,N,F,J,INFJ
6204,E,S,F,P,ESFP
6205,I,N,F,P,INFP
6206,I,N,T,J,INTJ
6207,E,N,F,P,ENFP
6208,I,N,F,P,INFP
6209,I,N,F,P,INFP
6210,E,N,F,P,ENFP
6211,I,S,T,P,ISTP
6212,E,S,F,P,ESFP
6213,I,S,T,P,ISTP
6214,I,N,T,P,INTP
6215,I,N,T,J,INTJ
6216,E,N,T,J,ENTJ
6217,I,N,F,P,INFP
6218,I,S,T,P,ISTP
6219,E,N,F,J,ENFJ
6220,I,N,F,P,INFP
6221,E,N,F,J,ENFJ
6222,I,N,T,J,INTJ
6223,I,S,T,P,ISTP
6224,I,N,T,P,INTP
6225,I,N,T,J,INTJ
6226,I,N,T,P,INTP
6227,I,N,T,J,INTJ
6228,I,N,F,J,INFJ
6229,I,N,T,J,INTJ
6230,I,N,T,P,INTP
6231,E,N,F,P,ENFP
6232,I,N,F,P,INFP
6233,E,N,T,P,ENTP
6234,I,N,F,P,INFP
6235,I,N,F,P,INFP
6236,I,N,T,P,INTP
6237,I,S,F,P,ISFP
6238,I,S,F,P,ISFP
6239,I,N,T,J,INTJ
6240,E,N,F,P,ENFP
6241,E,N,T,P,ENTP
6242,I,N,F,P,INFP
6243,I,N,F,P,INFP
6244,E,N,T,P,ENTP
6245,E,N,F,P,ENFP
6246,E,N,F,P,ENFP
6247,E,N,T,P,ENTP
6248,I,N,F,J,INFJ
6249,I,N,T,J,INTJ
6250,I,N,T,P,INTP
6251,I,N,T,P,INTP
6252,I,S,T,P,ISTP
6253,I,S,F,J,ISFJ
6254,I,N,F,J,INFJ
6255,I,N,F,J,INFJ
6256,I,N,F,P,INFP
6257,E,N,T,J,ENTJ
6258,I,N,F,J,INFJ
6259,I,N,F,P,INFP
6260,I,N,T,J,INTJ
6261,I,N,F,J,INFJ
6262,E,N,T,J,ENTJ
6263,I,N,T,P,INTP
6264,I,S,F,J,ISFJ
6265,E,N,T,P,ENTP
6266,I,N,F,P,INFP
6267,I,N,T,P,INTP
6268,I,N,T,P,INTP
6269,E,N,F,P,ENFP
6270,I,N,F,J,INFJ
6271,E,S,T,P,ESTP
6272,I,N,F,J,INFJ
6273,I,N,T,P,INTP
6274,I,N,F,P,INFP
6275,E,N,T,J,ENTJ
6276,E,N,T,P,ENTP
